dataset,N,seed,p_err,non_equivariance,reps,val_acc,val_aug_acc,training_time,epoch_time,convergence_epoch
sat_data,20,9,0,4,1,0.5999999997,0.5999999997,434.1357276439667,7.235595460732778,59
sat_data,160,6,0,4,2,0.7249999999546874,0.7249999999546874,4315.226347923279,71.92043913205465,24
sat_data,320,5,0,3,3,0.7031249999780274,0.6218749999805664,6240.353111028671,104.00588518381119,48
sat_data,20,9,0,4,2,0.8499999995749999,0.8499999995749999,509.4400019645691,8.490666699409484,9
sat_data,160,7,0,3,2,0.7937499999503906,0.7124999999554688,3045.2711942195892,50.75451990365982,24
sat_data,20,9,0,4,3,0.8499999995749999,0.8499999995749999,533.308700799942,8.8884783466657,28
sat_data,80,8,0,4,1,0.6999999999125001,0.6999999999125001,1840.0776574611664,30.667960957686105,12
sat_data,320,3,0,4,3,0.7249999999773438,0.7249999999773438,9507.731075286865,158.4621845881144,33
sat_data,40,9,0,3,1,0.7999999998,0.52499999986875,724.1293292045593,12.068822153409322,17
sat_data,40,9,0,3,2,0.5749999998562499,0.52499999986875,649.4173045158386,10.823621741930644,10
sat_data,160,6,0,4,3,0.7562499999527343,0.7562499999527343,4884.598110437393,81.40996850728989,60
sat_data,160,7,0,3,3,0.8187499999488281,0.6749999999578125,3407.5706741809845,56.792844569683076,24
sat_data,80,8,0,4,2,0.6124999999234375,0.6124999999234375,2043.1663281917572,34.052772136529285,6
sat_data,320,5,0,4,1,0.6281249999803711,0.6281249999803711,6834.807516813278,113.91345861355464,48
sat_data,40,9,0,3,3,0.72499999981875,0.62499999984375,856.7130105495453,14.278550175825755,17
sat_data,80,8,0,4,3,0.7124999999109376,0.7124999999109376,2116.7511229515076,35.27918538252513,13
sat_data,160,7,0,4,1,0.7312499999542968,0.7312499999542968,3637.2691900730133,60.621153167883556,30
sat_data,40,9,0,4,1,0.5749999998562499,0.5749999998562499,969.8789532184601,16.16464922030767,17
sat_data,320,6,0,3,2,0.6281249999803711,0.609374999980957,5178.034255027771,86.30057091712952,57
sat_data,320,4,0,4,1,0.6312499999802734,0.6312499999802734,8540.554105520248,142.34256842533748,15
sat_data,40,9,0,4,3,0.62499999984375,0.62499999984375,1155.5552296638489,19.259253827730813,17
sat_data,320,5,0,4,2,0.6156249999807617,0.6156249999807617,7341.251641750336,122.35419402917226,33
sat_data,160,7,0,4,2,0.7124999999554688,0.7124999999554688,3943.4247839450836,65.72374639908473,17
sat_data,40,9,0,4,2,0.6999999998249999,0.6999999998249999,1239.8462076187134,20.66410346031189,10
sat_data,80,9,0,3,1,0.7374999999078126,0.5999999999250001,1290.3507630825043,21.50584605137507,12
sat_data,20,10,0,3,2,0.89999999955,0.749999999625,387.8662369251251,6.464437282085418,28
sat_data,20,10,0,3,1,0.6999999996499999,0.749999999625,500.82272481918335,8.347045413653056,28
sat_data,320,4,0,4,3,0.709374999977832,0.709374999977832,8999.226437330246,149.98710728883742,33
sat_data,20,10,0,4,1,0.8499999995749999,0.8499999995749999,344.7541811466217,5.7459030191103615,25
sat_data,20,10,0,3,3,0.6999999996499999,0.649999999675,453.269816160202,7.554496936003367,28
sat_data,160,8,0,3,1,0.7437499999535155,0.649999999959375,3008.820510864258,50.1470085144043,24
sat_data,160,7,0,4,3,0.768749999951953,0.768749999951953,4367.221882104874,72.78703136841456,24
sat_data,20,10,0,4,2,0.749999999625,0.749999999625,527.3184776306152,8.788641293843588,9
sat_data,40,10,0,3,1,0.72499999981875,0.499999999875,549.0415639877319,9.150692733128865,17
sat_data,80,9,0,3,2,0.6999999999125001,0.6124999999234375,1843.451220035553,30.72418700059255,13
sat_data,80,9,0,3,3,0.6374999999203126,0.6374999999203126,1829.2585055828094,30.48764175971349,49
sat_data,20,10,0,4,3,0.7999999996,0.7999999996,714.1264548301697,11.902107580502827,28
sat_data,160,8,0,3,2,0.7562499999527343,0.6812499999574219,3256.1192688941956,54.268654481569925,4
sat_data,80,9,0,4,3,0.6749999999156251,0.6749999999156251,1867.8702733516693,31.131171222527822,55
sat_data,80,9,0,4,2,0.6874999999140625,0.6874999999140625,2192.3914544582367,36.539857574303944,13
sat_data,40,10,0,4,1,0.6999999998249999,0.6999999998249999,822.280695438385,13.704678257306417,17
sat_data,80,9,0,4,1,0.6999999999125001,0.6999999999125001,2226.50035238266,37.108339206377664,47
sat_data,40,10,0,3,2,0.67499999983125,0.47499999988124997,901.9162383079529,15.031937305132548,10
sat_data,320,6,0,3,3,0.7687499999759766,0.6374999999800781,6538.087500333786,108.9681250055631,48
sat_data,160,8,0,3,3,0.7749999999515624,0.6437499999597656,3612.0359292030334,60.20059882005056,24
sat_data,40,10,0,3,3,0.72499999981875,0.499999999875,911.1136426925659,15.185227378209431,17
sat_data,320,6,0,3,1,0.6687499999791016,0.5937499999814453,6816.186434030533,113.60310723384221,18
sat_data,40,10,0,4,2,0.67499999983125,0.67499999983125,1086.0394394397736,18.100657323996227,10
sat_data,160,8,0,4,1,0.69999999995625,0.69999999995625,3851.4714283943176,64.19119047323862,17
sat_data,320,7,0,3,3,0.7593749999762696,0.6374999999800781,5360.568751335144,89.3428125222524,48
sat_data,40,10,0,4,3,0.5749999998562499,0.5749999998562499,1244.2110226154327,20.73685037692388,4
sat_data,160,8,0,4,2,0.7062499999558594,0.7062499999558594,4077.9052107334137,67.9650868455569,4
sat_data,320,7,0,3,1,0.6749999999789063,0.5906249999815429,5591.353858947754,93.18923098246256,48
sat_data,160,9,0,3,3,0.8062499999496093,0.7874999999507812,2523.995952129364,42.06659920215607,50
sat_data,80,10,0,3,3,0.7999999999,0.64999999991875,1338.3053057193756,22.30508842865626,60
sat_data,80,10,0,3,2,0.7624999999046875,0.6124999999234375,1459.9285514354706,24.33214252392451,13
sat_data,320,5,0,4,3,0.7499999999765625,0.7499999999765625,9297.900219202042,154.96500365336735,48
sat_data,160,9,0,3,2,0.6437499999597656,0.6312499999605469,2783.0241136550903,46.383735227584836,24
sat_data,80,10,0,3,1,0.7874999999015626,0.6624999999171876,1601.6488726139069,26.694147876898448,14
sat_data,320,6,0,4,1,0.6749999999789063,0.6749999999789063,7551.953359603882,125.86588932673136,18
sat_data,80,10,0,4,1,0.7374999999078126,0.7374999999078126,1591.6526863574982,26.52754477262497,12
sat_data,160,8,0,4,3,0.7624999999523437,0.7624999999523437,4589.467468261719,76.49112447102864,24
sat_data,320,7,0,3,2,0.7281249999772461,0.6374999999800781,6237.890887975693,103.96484813292821,33
sat_data,160,9,0,3,1,0.8124999999492187,0.69999999995625,3411.7350363731384,56.86225060621897,47
sat_data,80,10,0,4,3,0.64999999991875,0.64999999991875,2013.531397819519,33.558856630325316,6
sat_data,80,10,0,4,2,0.6999999999125001,0.6999999999125001,2097.8558642864227,34.964264404773715,13
sat_data,320,8,0,3,1,0.6624999999792969,0.6031249999811523,5073.541908740997,84.55903181234996,48
sat_data,320,6,0,4,2,0.6406249999799805,0.6406249999799805,8290.133386611938,138.16888977686565,33
sat_data,160,9,0,4,1,0.7749999999515624,0.7749999999515624,3678.1885273456573,61.30314212242762,30
sat_data,320,8,0,3,3,0.7218749999774414,0.6249999999804687,5152.8290293216705,85.88048382202784,33
sat_data,160,10,0,3,3,0.8062499999496093,0.6749999999578125,2393.005367040634,39.88342278401057,30
