dataset,N,seed,p_err,non_equivariance,val_acc,val_aug_acc,training_time,epoch_time
mnist,20,6,0,3,0.5999999997,0.549999999725,217.17321014404297,2.7146651268005373
nwpu,20,6,0,3,0.49999999975,0.49999999975,218.09757566452026,2.7262196958065035
eurosat,20,6,0,3,0.3999999998,0.3999999998,216.9290955066681,2.711613693833351
mnist,20,6,0,3,0.8499999995749999,0.6999999996499999,218.33683681488037,2.7292104601860045
nwpu,20,6,0,3,0.449999999775,0.49999999975,220.8173007965088,2.7602162599563598
eurosat,20,6,0,3,0.3999999998,0.3999999998,219.58120369911194,2.744765046238899
mnist,20,6,0,3,0.9499999995249999,0.749999999625,221.2994363307953,2.766242954134941
nwpu,640,5,0,4,0.699999999965,0.699999999965,9967.069432258606,124.58836790323258
nwpu,20,6,0,3,0.49999999975,0.49999999975,221.36769580841064,2.767096197605133
eurosat,20,6,0,3,0.3999999998,0.3999999998,219.39069604873657,2.7423837006092073
mnist,20,6,0,4,0.549999999725,0.549999999725,292.5939540863037,3.6574244260787965
mnist,640,5,0,4,0.618749999990332,0.618749999990332,10277.423647165298,128.46779558956624
nwpu,20,6,0,4,0.3999999998,0.3999999998,290.4148247241974,3.630185309052467
eurosat,20,6,0,4,0.3999999998,0.3999999998,294.1660010814667,3.6770750135183334
nwpu,20,6,0,4,0.3999999998,0.3999999998,314.7248570919037,3.934060713648796
mnist,20,6,0,4,0.549999999725,0.549999999725,366.3209557533264,4.57901194691658
eurosat,20,6,0,4,0.3999999998,0.3999999998,313.2443685531616,3.91555460691452
mnist,20,6,0,4,0.549999999725,0.549999999725,336.3465883731842,4.204332354664802
nwpu,20,6,0,4,0.449999999775,0.449999999775,379.9050860404968,4.74881357550621
eurosat,20,6,0,4,0.3999999998,0.3999999998,326.9874920845032,4.0873436510562895
mnist,40,6,0,3,0.499999999875,0.499999999875,462.9900257587433,5.787375321984291
eurosat,40,6,0,3,0.499999999875,0.499999999875,432.6556932926178,5.4081961661577225
nwpu,40,6,0,3,0.37499999990625,0.37499999990625,529.4798672199249,6.618498340249062
nwpu,640,5,0,4,0.72499999996375,0.72499999996375,10616.791622400284,132.70989528000354
mnist,40,6,0,3,0.52499999986875,0.52499999986875,468.3202407360077,5.854003009200096
eurosat,40,6,0,3,0.499999999875,0.499999999875,529.1149849891663,6.613937312364579
nwpu,40,6,0,3,0.37499999990625,0.37499999990625,563.6428844928741,7.045536056160927
mnist,40,6,0,3,0.77499999980625,0.7499999998125,446.771311044693,5.584641388058662
nwpu,40,6,0,3,0.3999999999,0.3999999999,453.64739060401917,5.67059238255024
eurosat,640,5,0,4,0.5218749999918457,0.5218749999918457,11708.926427841187,146.36158034801483
eurosat,40,6,0,3,0.499999999875,0.499999999875,532.1114943027496,6.651393678784371
nwpu,40,6,0,4,0.37499999990625,0.37499999990625,585.1523225307465,7.31440403163433
mnist,40,6,0,4,0.499999999875,0.499999999875,710.357476234436,8.87946845293045
eurosat,40,6,0,4,0.499999999875,0.499999999875,589.0087707042694,7.362609633803368
mnist,40,6,0,4,0.499999999875,0.499999999875,752.0212714672089,9.40026589334011
eurosat,640,5,0,4,0.5218749999918457,0.5218749999918457,11369.224614143372,142.11530767679216
nwpu,40,6,0,4,0.37499999990625,0.37499999990625,708.6757457256317,8.858446821570396
eurosat,40,6,0,4,0.499999999875,0.499999999875,617.2713930606842,7.715892413258553
mnist,640,5,0,4,0.8953124999860107,0.8953124999860107,11422.032241821289,142.7754030227661
nwpu,640,5,0,4,0.69499999996525,0.69499999996525,11355.94422531128,141.949302816391
nwpu,40,6,0,4,0.3999999999,0.3999999999,669.2131359577179,8.365164199471474
mnist,40,6,0,4,0.499999999875,0.499999999875,797.3543572425842,9.966929465532303
eurosat,1280,4,0,4,0.4924999999958959,0.4924999999958959,26709.51534128189,333.8689417660236
eurosat,40,6,0,4,0.499999999875,0.499999999875,756.5322849750519,9.456653562188148
mnist,640,5,0,4,0.9046874999858643,0.9046874999858643,12832.827430963516,160.41034288704395
mnist,1280,4,0,4,0.9015624999929566,0.9015624999929566,27574.043446540833,344.6755430817604
mnist,80,6,0,3,0.7874999999015626,0.64999999991875,910.0956268310547,11.376195335388184
eurosat,80,6,0,3,0.42499999994687504,0.42499999994687504,882.319530248642,11.028994128108025
mnist,80,6,0,3,0.9124999998859376,0.7374999999078126,907.4689252376556,11.343361565470696
nwpu,80,6,0,3,0.5249999999343751,0.5124999999359375,1062.0675728321075,13.275844660401344
nwpu,80,6,0,3,0.5124999999359375,0.4874999999390625,959.3309860229492,11.991637325286865
eurosat,80,6,0,3,0.42499999994687504,0.42499999994687504,912.8764798641205,11.410955998301507
nwpu,80,6,0,3,0.5624999999296876,0.4874999999390625,910.4086577892303,11.38010822236538
mnist,80,6,0,3,0.8499999998937501,0.7624999999046875,1152.6350886821747,14.407938608527184
eurosat,640,5,0,4,0.5234374999918213,0.5234374999918213,12550.486776351929,156.88108470439911
eurosat,80,6,0,3,0.5999999999250001,0.574999999928125,1123.0331106185913,14.037913882732392
nwpu,80,6,0,4,0.5249999999343751,0.5249999999343751,1211.1593120098114,15.139491400122642
eurosat,80,6,0,4,0.42499999994687504,0.42499999994687504,1197.1149785518646,14.963937231898308
mnist,80,6,0,4,0.4874999999390625,0.4874999999390625,1411.7197782993317,17.646497228741644
mnist,80,6,0,4,0.5624999999296876,0.5624999999296876,1242.674947977066,15.533436849713326
nwpu,80,6,0,4,0.44999999994375006,0.44999999994375006,1240.5006580352783,15.506258225440979
eurosat,80,6,0,4,0.42499999994687504,0.42499999994687504,1425.523226261139,17.819040328264236
mnist,80,6,0,4,0.574999999928125,0.574999999928125,1431.1217036247253,17.889021295309067
nwpu,80,6,0,4,0.5374999999328125,0.5374999999328125,1372.0038471221924,17.150048089027404
eurosat,80,6,0,4,0.42499999994687504,0.42499999994687504,1341.954971075058,16.774437138438223
nwpu,1280,5,0,3,0.6499999999675,0.6449999999677499,13733.320865631104,171.6665108203888
nwpu,160,6,0,3,0.5249999999671875,0.5062499999683594,1975.7116043567657,24.696395054459572
mnist,160,6,0,3,0.7124999999554688,0.5937499999628906,2226.1713166236877,27.827141457796095
mnist,160,6,0,3,0.8499999999468749,0.6687499999582031,1913.4655139446259,23.918318924307822
nwpu,160,6,0,3,0.5124999999679687,0.4937499999691406,1838.5438086986542,22.981797608733178
eurosat,160,6,0,3,0.49999999996875,0.49999999996875,2274.0933289527893,28.426166611909867
mnist,160,6,0,3,0.8624999999460937,0.7124999999554688,1836.6802859306335,22.95850357413292
nwpu,1280,5,0,3,0.68499999996575,0.6749999999662499,13678.290181398392,170.9786272674799
nwpu,160,6,0,3,0.4937499999691406,0.48749999996953125,1815.2749364376068,22.690936705470087
eurosat,160,6,0,3,0.48124999996992185,0.48749999996953125,2080.1017394065857,26.001271742582322
mnist,1280,5,0,3,0.959374999992505,0.7914062499938173,14753.782484769821,184.42228105962278
eurosat,160,6,0,3,0.6437499999597656,0.6124999999617187,2173.052886724472,27.1631610840559
eurosat,160,6,0,4,0.4749999999703125,0.4749999999703125,2373.280635356903,29.66600794196129
nwpu,160,6,0,4,0.5562499999652344,0.5562499999652344,2443.8953824043274,30.54869228005409
mnist,160,6,0,4,0.5124999999679687,0.5124999999679687,2576.9255707263947,32.211569634079936
eurosat,1280,5,0,3,0.4874999999959375,0.48583333332928474,15102.850479841232,188.7856309980154
mnist,160,6,0,4,0.5249999999671875,0.5249999999671875,2616.568559885025,32.707106998562814
mnist,1280,5,0,3,0.9624999999924806,0.7593749999940674,14953.10637807846,186.91382972598075
eurosat,1280,5,0,3,0.479999999996,0.479999999996,15096.644737482071,188.70805921852588
nwpu,160,6,0,4,0.5562499999652344,0.5562499999652344,2700.9117918014526,33.76139739751816
nwpu,160,6,0,4,0.5562499999652344,0.5562499999652344,2744.2434039115906,34.30304254889488
mnist,160,6,0,4,0.5437499999660156,0.5437499999660156,2807.1711332798004,35.089639165997504
eurosat,160,6,0,4,0.4749999999703125,0.4749999999703125,3053.5070004463196,38.16883750557899
eurosat,160,6,0,4,0.5062499999683594,0.5062499999683594,2935.4399693012238,36.6929996162653
nwpu,320,6,0,3,0.6099999999694999,0.60499999996975,3554.9383766651154,44.43672970831394
eurosat,320,6,0,3,0.4656249999854492,0.46249999998554686,3509.213336467743,43.86516670584679
mnist,320,6,0,3,0.9499999999703125,0.818749999974414,3626.858032464981,45.33572540581226
nwpu,320,6,0,3,0.58499999997075,0.57499999997125,3554.160038471222,44.42700048089027
eurosat,1280,5,0,3,0.49333333332922225,0.49333333332922225,14856.529855966568,185.7066231995821
mnist,320,6,0,3,0.918749999971289,0.7874999999753906,4147.99001121521,51.84987514019012
mnist,1280,5,0,3,0.9757812499923768,0.8148437499936341,15881.892719984055,198.5236589998007
eurosat,320,6,0,3,0.4531249999858398,0.4499999999859375,4040.8268995285034,50.51033624410629
mnist,320,6,0,3,0.9531249999702148,0.828124999974121,3933.9289212226868,49.174111515283585
nwpu,1280,5,0,3,0.65499999996725,0.6449999999677499,16666.657711982727,208.3332213997841
nwpu,320,6,0,3,0.6099999999694999,0.6149999999692499,4003.927587032318,50.04909483790398
eurosat,320,6,0,3,0.6656249999791992,0.6499999999796875,3948.2052013874054,49.35256501734257
nwpu,320,6,0,4,0.7099999999644999,0.7099999999644999,4903.530229091644,61.294127863645556
mnist,320,6,0,4,0.5937499999814453,0.5937499999814453,5188.370316743851,64.85462895929814
eurosat,320,6,0,4,0.4499999999859375,0.4499999999859375,5030.667564868927,62.88334456086159
mnist,320,6,0,4,0.8468749999735351,0.8468749999735351,5255.943066358566,65.69928832948207
nwpu,1280,5,0,4,0.6449999999677499,0.6449999999677499,18800.914375782013,235.01142969727516
nwpu,320,6,0,4,0.719999999964,0.719999999964,5319.796415805817,66.4974551975727
eurosat,320,6,0,4,0.4499999999859375,0.4499999999859375,5348.928888082504,66.8616111010313
mnist,320,6,0,4,0.828124999974121,0.828124999974121,5944.389652967453,74.30487066209317
eurosat,320,6,0,4,0.5531249999827148,0.5531249999827148,6079.357595443726,75.99196994304657
nwpu,320,6,0,4,0.679999999966,0.679999999966,6336.434214830399,79.20542768537999
nwpu,1280,5,0,4,0.68499999996575,0.68499999996575,20811.503021240234,260.1437877655029
nwpu,640,6,0,3,0.6149999999692499,0.6149999999692499,7032.85685300827,87.91071066260338
nwpu,640,6,0,3,0.65499999996725,0.65499999996725,7161.135522842407,89.5141940355301
mnist,640,6,0,3,0.9562499999850586,0.7749999999878906,7254.772577524185,90.68465721905231
eurosat,1280,5,0,4,0.479999999996,0.479999999996,21172.179356575012,264.65224195718764
eurosat,640,6,0,3,0.5218749999918457,0.5187499999918945,7421.052057266235,92.76315071582795
mnist,640,6,0,3,0.8109374999873291,0.7124999999888671,7410.809356212616,92.6351169526577
eurosat,1280,5,0,4,0.47833333332934724,0.47833333332934724,22312.080318689346,278.9010039836168
mnist,1280,5,0,4,0.8937499999930176,0.8937499999930176,22290.47982120514,278.63099776506425
nwpu,1280,5,0,4,0.6699999999665,0.6699999999665,22278.61988711357,278.48274858891966
eurosat,640,6,0,3,0.5140624999919677,0.5109374999920165,7936.294651031494,99.20368313789368
mnist,640,6,0,3,0.9781249999847168,0.8046874999874267,7747.2412848472595,96.84051606059074
nwpu,640,6,0,3,0.6299999999685,0.6099999999694999,7964.517577648163,99.55646972060204
mnist,1280,5,0,4,0.6156249999951905,0.6156249999951905,23723.923176765442,296.54903970956804
eurosat,640,6,0,3,0.6156249999903809,0.5984374999906494,7781.3959267139435,97.26744908392429
mnist,20,7,0,3,0.5999999997,0.549999999725,219.5738663673401,2.744673329591751
nwpu,20,7,0,3,0.3999999998,0.449999999775,220.0839602947235,2.751049503684044
eurosat,20,7,0,3,0.3999999998,0.3999999998,220.6247477531433,2.7578093469142915
eurosat,1280,5,0,4,0.6449999999946251,0.6449999999946251,23376.58495783806,292.20731197297573
mnist,20,7,0,3,0.8499999995749999,0.6999999996499999,222.121235370636,2.7765154421329497
mnist,1280,5,0,4,0.8695312499932069,0.8695312499932069,23926.4957947731,299.08119743466375
nwpu,20,7,0,3,0.449999999775,0.449999999775,224.3709728717804,2.804637160897255
eurosat,20,7,0,3,0.3999999998,0.3999999998,221.4334201812744,2.76791775226593
mnist,20,7,0,3,0.549999999725,0.549999999725,265.6173963546753,3.320217454433441
nwpu,20,7,0,3,0.6999999996499999,0.5999999997,224.31486892700195,2.8039358615875245
eurosat,20,7,0,3,0.3999999998,0.3999999998,223.1273696422577,2.7890921205282213
mnist,20,7,0,4,0.549999999725,0.549999999725,298.3320393562317,3.729150491952896
eurosat,20,7,0,4,0.3999999998,0.3999999998,295.70838618278503,3.696354827284813
nwpu,20,7,0,4,0.449999999775,0.449999999775,325.7425649166107,4.071782061457634
mnist,20,7,0,4,0.549999999725,0.549999999725,315.47797203063965,3.9434746503829956
nwpu,20,7,0,4,0.449999999775,0.449999999775,317.69757413864136,3.971219676733017
eurosat,20,7,0,4,0.3999999998,0.3999999998,342.7303423881531,4.284129279851913
mnist,640,6,0,4,0.618749999990332,0.618749999990332,9795.685626745224,122.4460703343153
nwpu,640,6,0,4,0.719999999964,0.719999999964,9936.470712900162,124.20588391125202
mnist,20,7,0,4,0.549999999725,0.549999999725,342.9953384399414,4.287441730499268
nwpu,20,7,0,4,0.49999999975,0.49999999975,335.9012987613678,4.198766234517097
eurosat,20,7,0,4,0.3999999998,0.3999999998,363.6460289955139,4.545575362443924
nwpu,40,7,0,3,0.37499999990625,0.37499999990625,454.87016773223877,5.685877096652985
mnist,40,7,0,3,0.499999999875,0.499999999875,480.2718553543091,6.003398191928864
mnist,40,7,0,3,0.52499999986875,0.52499999986875,447.1005244255066,5.588756555318833
eurosat,40,7,0,3,0.499999999875,0.499999999875,554.45609998703,6.930701249837876
nwpu,40,7,0,3,0.37499999990625,0.37499999990625,512.4499144554138,6.4056239306926726
eurosat,40,7,0,3,0.499999999875,0.499999999875,447.9029414653778,5.598786768317223
mnist,40,7,0,3,0.92499999976875,0.8499999997875,503.510098695755,6.293876233696937
eurosat,640,6,0,4,0.5218749999918457,0.5218749999918457,10781.788811206818,134.77236014008523
nwpu,40,7,0,3,0.42499999989375,0.42499999989375,453.9989809989929,5.674987262487411
eurosat,40,7,0,3,0.499999999875,0.499999999875,555.0408334732056,6.93801041841507
nwpu,40,7,0,4,0.37499999990625,0.37499999990625,579.129314661026,7.239116433262825
mnist,40,7,0,4,0.499999999875,0.499999999875,658.4847819805145,8.231059774756432
eurosat,40,7,0,4,0.499999999875,0.499999999875,654.8881070613861,8.186101338267326
mnist,40,7,0,4,0.499999999875,0.499999999875,658.90633893013,8.236329236626625
nwpu,40,7,0,4,0.37499999990625,0.37499999990625,632.7967526912689,7.909959408640861
eurosat,40,7,0,4,0.499999999875,0.499999999875,736.9882125854492,9.212352657318116
mnist,40,7,0,4,0.499999999875,0.499999999875,686.2087216377258,8.577609020471574
nwpu,40,7,0,4,0.37499999990625,0.37499999990625,799.0566527843475,9.988208159804344
eurosat,40,7,0,4,0.499999999875,0.499999999875,733.5057964324951,9.16882245540619
nwpu,640,6,0,4,0.679999999966,0.679999999966,10925.671652317047,136.57089565396308
nwpu,80,7,0,3,0.5249999999343751,0.4874999999390625,888.4498386383057,11.10562298297882
eurosat,640,6,0,4,0.5218749999918457,0.5218749999918457,10881.093093156815,136.01366366446018
mnist,80,7,0,3,0.7874999999015626,0.64999999991875,963.0309216976166,12.037886521220207
mnist,640,6,0,4,0.9046874999858643,0.9046874999858643,11197.172899007797,139.96466123759745
eurosat,80,7,0,3,0.42499999994687504,0.42499999994687504,1078.6055123806,13.4825689047575
mnist,80,7,0,3,0.9249999998843751,0.724999999909375,979.6306598186493,12.245383247733116
eurosat,80,7,0,3,0.42499999994687504,0.42499999994687504,1028.0311789512634,12.850389736890794
nwpu,80,7,0,3,0.5624999999296876,0.5124999999359375,1150.783005475998,14.384787568449974
mnist,80,7,0,3,0.8999999998875001,0.7124999999109376,1086.5657963752747,13.582072454690934
nwpu,80,7,0,3,0.5999999999250001,0.5249999999343751,914.4179775714874,11.430224719643594
eurosat,80,7,0,3,0.42499999994687504,0.42499999994687504,959.0937788486481,11.988672235608101
eurosat,640,6,0,4,0.49218749999230954,0.49218749999230954,11116.248238563538,138.95310298204421
nwpu,640,6,0,4,0.619999999969,0.619999999969,11406.08160829544,142.576020103693
mnist,80,7,0,4,0.4874999999390625,0.4874999999390625,1283.5111634731293,16.043889543414117
nwpu,80,7,0,4,0.4874999999390625,0.4874999999390625,1194.7209577560425,14.93401197195053
mnist,80,7,0,4,0.6124999999234375,0.6124999999234375,1319.4583723545074,16.493229654431342
eurosat,80,7,0,4,0.42499999994687504,0.42499999994687504,1370.6687343120575,17.13335917890072
nwpu,80,7,0,4,0.54999999993125,0.54999999993125,1403.6855609416962,17.5460695117712
nwpu,80,7,0,4,0.5124999999359375,0.5124999999359375,1354.0383217334747,16.925479021668433
eurosat,80,7,0,4,0.42499999994687504,0.42499999994687504,1506.5686962604523,18.832108703255653
mnist,640,6,0,4,0.909374999985791,0.909374999985791,12301.88621544838,153.77357769310476
eurosat,80,7,0,4,0.42499999994687504,0.42499999994687504,1352.1140160560608,16.90142520070076
mnist,80,7,0,4,0.54999999993125,0.54999999993125,1473.0185005664825,18.41273125708103
nwpu,160,7,0,3,0.5124999999679687,0.48749999996953125,1768.7948782444,22.109935978055
eurosat,160,7,0,3,0.5062499999683594,0.49999999996875,1846.6063921451569,23.082579901814462
mnist,160,7,0,3,0.7812499999511718,0.6562499999589844,1967.7598474025726,24.596998092532157
mnist,160,7,0,3,0.7812499999511718,0.6249999999609375,1869.1514687538147,23.364393359422685
nwpu,160,7,0,3,0.5437499999660156,0.5312499999667969,1818.5774807929993,22.732218509912492
eurosat,160,7,0,3,0.5249999999671875,0.5124999999679687,2093.1520550251007,26.16440068781376
nwpu,160,7,0,3,0.5187499999675781,0.4437499999722656,1870.849886894226,23.385623586177825
mnist,160,7,0,3,0.8687499999457031,0.7124999999554688,2023.1127169132233,25.28890896141529
eurosat,160,7,0,3,0.5687499999644531,0.5312499999667969,2197.343562602997,27.46679453253746
nwpu,160,7,0,4,0.5562499999652344,0.5562499999652344,2371.416980266571,29.64271225333214
mnist,160,7,0,4,0.5124999999679687,0.5124999999679687,2398.8666064739227,29.985832580924033
eurosat,160,7,0,4,0.4749999999703125,0.4749999999703125,2679.164825439453,33.48956031799317
nwpu,1280,6,0,3,0.659999999967,0.659999999967,14284.649245738983,178.5581155717373
mnist,160,7,0,4,0.5062499999683594,0.5062499999683594,2603.9245574474335,32.54905696809292
eurosat,160,7,0,4,0.4749999999703125,0.4749999999703125,2612.5734968185425,32.65716871023178
nwpu,160,7,0,4,0.5562499999652344,0.5562499999652344,2768.578859567642,34.60723574459553
mnist,160,7,0,4,0.5062499999683594,0.5062499999683594,2735.7801744937897,34.197252181172374
nwpu,1280,6,0,3,0.699999999965,0.7049999999647499,13589.998448133469,169.87498060166837
eurosat,1280,6,0,3,0.5016666666624862,0.49333333332922225,14901.90716433525,186.27383955419063
nwpu,160,7,0,4,0.5562499999652344,0.5562499999652344,2860.302536725998,35.75378170907497
mnist,1280,6,0,3,0.9007812499929627,0.7609374999940552,14994.60332608223,187.43254157602786
eurosat,160,7,0,4,0.4749999999703125,0.4749999999703125,2886.8848078250885,36.08606009781361
nwpu,1280,6,0,3,0.6099999999694999,0.60499999996975,14126.971576452255,176.5871447056532
mnist,1280,6,0,3,0.959374999992505,0.7914062499938173,16712.12836742401,208.90160459280014
eurosat,1280,6,0,3,0.479999999996,0.48083333332932643,14399.081490039825,179.98851862549782
nwpu,320,7,0,3,0.58499999997075,0.58499999997075,3842.061183691025,48.02576479613781
mnist,320,7,0,3,0.9499999999703125,0.818749999974414,3921.126959323883,49.01408699154854
eurosat,1280,6,0,3,0.5816666666618195,0.5583333333286806,14671.849893808365,183.39812367260456
nwpu,320,7,0,3,0.6149999999692499,0.5899999999705,3585.5471510887146,44.81933938860893
eurosat,320,7,0,3,0.47499999998515624,0.46874999998535155,4069.3574409484863,50.86696801185608
mnist,1280,6,0,3,0.9757812499923768,0.8148437499936341,15327.42009973526,191.59275124669074
mnist,320,7,0,3,0.9249999999710937,0.7468749999766602,4259.312788724899,53.24140985906124
mnist,320,7,0,3,0.9687499999697265,0.8312499999740234,3911.386652469635,48.89233315587044
eurosat,320,7,0,3,0.5156249999838867,0.49687499998447265,4040.86695933342,50.510836991667745
nwpu,320,7,0,3,0.5799999999709999,0.5799999999709999,3588.4085409641266,44.855106762051584
eurosat,320,7,0,3,0.6031249999811523,0.5687499999822265,4231.727003335953,52.89658754169941
eurosat,320,7,0,4,0.4499999999859375,0.4499999999859375,4654.990735769272,58.1873841971159
nwpu,320,7,0,4,0.6899999999655,0.6899999999655,4889.18156170845,61.114769521355626
mnist,320,7,0,4,0.5937499999814453,0.5937499999814453,5300.963256597519,66.26204070746898
mnist,320,7,0,4,0.8468749999735351,0.8468749999735351,5608.371396303177,70.10464245378971
nwpu,320,7,0,4,0.699999999965,0.699999999965,5645.710281133652,70.57137851417065
nwpu,1280,6,0,4,0.69499999996525,0.69499999996525,18837.800184726715,235.47250230908395
mnist,320,7,0,4,0.8687499999728515,0.8687499999728515,5707.437817811966,71.34297272264958
eurosat,320,7,0,4,0.4499999999859375,0.4499999999859375,6045.901221513748,75.57376526892185
nwpu,320,7,0,4,0.56499999997175,0.56499999997175,5463.711228132248,68.2963903516531
eurosat,320,7,0,4,0.4499999999859375,0.4499999999859375,5748.994018793106,71.86242523491383
mnist,1280,6,0,4,0.6156249999951905,0.6156249999951905,20330.556000232697,254.1319500029087
mnist,640,7,0,3,0.9562499999850586,0.7749999999878906,7265.703428983688,90.8212928622961
mnist,640,7,0,3,0.9406249999853027,0.7078124999889405,6983.346821546555,87.29183526933193
nwpu,640,7,0,3,0.6749999999662499,0.66499999996675,7459.980243444443,93.24975304305553
nwpu,640,7,0,3,0.62499999996875,0.6149999999692499,7162.84038901329,89.53550486266613
eurosat,640,7,0,3,0.5218749999918457,0.5187499999918945,7542.934088230133,94.28667610287667
mnist,640,7,0,3,0.9796874999846924,0.8062499999874023,7383.69568157196,92.2961960196495
nwpu,1280,6,0,4,0.68499999996575,0.68499999996575,22155.22102022171,276.9402627527714
nwpu,1280,6,0,4,0.63499999996825,0.63499999996825,21599.670127391815,269.9958765923977
eurosat,1280,6,0,4,0.44249999999631257,0.44249999999631257,22479.507189512253,280.99383986890314
eurosat,640,7,0,3,0.4374999999931641,0.42812499999331055,7902.835983514786,98.78544979393482
eurosat,640,7,0,3,0.4437499999930664,0.4171874999934814,7532.2118763923645,94.15264845490455
eurosat,1280,6,0,4,0.48083333332932643,0.48083333332932643,22125.216420412064,276.5652052551508
mnist,1280,6,0,4,0.8921874999930298,0.8921874999930298,22860.46378135681,285.75579726696014
nwpu,640,7,0,3,0.6299999999685,0.619999999969,8936.154931306839,111.7019366413355
mnist,20,8,0,3,0.5999999997,0.549999999725,284.90397214889526,3.561299651861191
nwpu,20,8,0,3,0.49999999975,0.49999999975,252.45449137687683,3.1556811422109603
eurosat,20,8,0,3,0.3999999998,0.3999999998,251.76826214790344,3.147103276848793
nwpu,640,7,0,4,0.66499999996675,0.66499999996675,9726.003866434097,121.57504833042621
mnist,20,8,0,3,0.649999999675,0.5999999997,287.3438892364502,3.5917986154556276
nwpu,20,8,0,3,0.34999999982499996,0.49999999975,221.20990347862244,2.7651237934827804
eurosat,20,8,0,3,0.3999999998,0.3999999998,255.34565615653992,3.191820701956749
mnist,1280,6,0,4,0.9015624999929566,0.9015624999929566,24401.197826862335,305.0149728357792
mnist,20,8,0,3,0.8499999995749999,0.6999999996499999,238.29256105422974,2.978657013177872
mnist,640,7,0,4,0.618749999990332,0.618749999990332,10197.245360851288,127.4655670106411
nwpu,20,8,0,3,0.49999999975,0.3999999998,259.1743633747101,3.239679542183876
eurosat,20,8,0,3,0.3999999998,0.3999999998,249.29491686820984,3.116186460852623
eurosat,1280,6,0,4,0.6683333333277639,0.6683333333277639,24329.42577600479,304.1178222000599
mnist,20,8,0,4,0.549999999725,0.549999999725,294.4017291069031,3.6800216138362885
nwpu,20,8,0,4,0.3999999998,0.3999999998,307.4035656452179,3.8425445705652237
eurosat,20,8,0,4,0.3999999998,0.3999999998,327.826780796051,4.097834759950638
mnist,20,8,0,4,0.549999999725,0.549999999725,317.78032541275024,3.972254067659378
nwpu,20,8,0,4,0.3999999998,0.3999999998,312.8907198905945,3.911133998632431
eurosat,20,8,0,4,0.3999999998,0.3999999998,311.0868442058563,3.888585552573204
mnist,20,8,0,4,0.549999999725,0.549999999725,372.0457603931427,4.650572004914284
nwpu,20,8,0,4,0.3999999998,0.3999999998,371.9691400527954,4.649614250659942
eurosat,20,8,0,4,0.3999999998,0.3999999998,349.89648842811584,4.373706105351448
mnist,40,8,0,3,0.499999999875,0.499999999875,436.2086458206177,5.452608072757721
nwpu,40,8,0,3,0.37499999990625,0.37499999990625,435.5433392524719,5.444291740655899
eurosat,40,8,0,3,0.499999999875,0.499999999875,538.2821588516235,6.728526985645294
nwpu,40,8,0,3,0.37499999990625,0.37499999990625,468.2641623020172,5.853302028775215
mnist,40,8,0,3,0.52499999986875,0.52499999986875,579.4230256080627,7.2427878201007845
eurosat,40,8,0,3,0.499999999875,0.499999999875,443.65837478637695,5.545729684829712
mnist,40,8,0,3,0.92499999976875,0.8499999997875,473.209335565567,5.915116694569588
nwpu,40,8,0,3,0.3999999999,0.3999999999,462.42003178596497,5.780250397324562
eurosat,40,8,0,3,0.499999999875,0.499999999875,477.6606492996216,5.970758116245269
mnist,640,7,0,4,0.8468749999867675,0.8468749999867675,10383.424187421799,129.7928023427725
nwpu,40,8,0,4,0.37499999990625,0.37499999990625,587.2801053524017,7.341001316905022
eurosat,640,7,0,4,0.5218749999918457,0.5218749999918457,11224.397755622864,140.30497194528579
mnist,40,8,0,4,0.499999999875,0.499999999875,720.5588483810425,9.006985604763031
eurosat,40,8,0,4,0.499999999875,0.499999999875,573.8947491645813,7.173684364557266
mnist,40,8,0,4,0.499999999875,0.499999999875,685.4001662731171,8.567502078413963
eurosat,40,8,0,4,0.499999999875,0.499999999875,627.0866298675537,7.838582873344421
nwpu,40,8,0,4,0.37499999990625,0.37499999990625,643.3776941299438,8.042221176624299
nwpu,640,7,0,4,0.65499999996725,0.65499999996725,11259.46778178215,140.74334727227688
mnist,40,8,0,4,0.499999999875,0.499999999875,671.1678793430328,8.389598491787911
nwpu,40,8,0,4,0.37499999990625,0.37499999990625,713.9804105758667,8.924755132198333
eurosat,40,8,0,4,0.499999999875,0.499999999875,735.1494793891907,9.189368492364883
mnist,80,8,0,3,0.7874999999015626,0.64999999991875,865.6606075763702,10.820757594704627
eurosat,80,8,0,3,0.42499999994687504,0.42499999994687504,889.3939187526703,11.11742398440838
mnist,80,8,0,3,0.9249999998843751,0.724999999909375,912.3959257602692,11.404949072003365
nwpu,80,8,0,3,0.5249999999343751,0.5249999999343751,1065.8949263095856,13.32368657886982
nwpu,80,8,0,3,0.574999999928125,0.54999999993125,923.1960146427155,11.539950183033943
eurosat,80,8,0,3,0.42499999994687504,0.42499999994687504,907.5027589797974,11.343784487247467
eurosat,640,7,0,4,0.5218749999918457,0.5218749999918457,11666.38566160202,145.82982077002526
mnist,80,8,0,3,0.8499999998937501,0.7624999999046875,1044.2932403087616,13.05366550385952
nwpu,80,8,0,3,0.5999999999250001,0.5249999999343751,1043.712781906128,13.0464097738266
eurosat,640,7,0,4,0.5218749999918457,0.5218749999918457,11020.766439199448,137.75958048999308
eurosat,80,8,0,3,0.42499999994687504,0.42499999994687504,1086.6422748565674,13.583028435707092
mnist,640,7,0,4,0.9140624999857178,0.9140624999857178,11677.001399993896,145.9625174999237
