seed,N,non_equivariance,p_err,max_val_acc,max_epoch
1234,20,2,0.09,0.5,37
1234,20,2,0.1,0.55,37
1234,20,2,0.11,0.5999999997,18
1234,20,2,0.11,0.6,19
1234,20,2,0.12,0.649999999675,18
1234,20,2,0.12,0.65,19
1234,20,2,0.13,0.649999999675,15
1234,20,2,0.13,0.65,16
1234,20,2,0.14,0.6999999996499999,26
1234,20,2,0.14,0.7,27
1234,20,2,0.15,0.7999999996,18
1234,20,2,0.15,0.8,19
1234,20,2,0.16,0.649999999675,13
1234,20,2,0.16,0.65,14
1234,20,2,0.17,0.49999999975,36
1234,20,2,0.17,0.5,37
1234,20,2,0.18,0.5999999997,36
1234,20,2,0.18,0.6,37
1234,20,2,0.19,0.5999999997,36
1234,20,2,0.19,0.6,37
1234,20,2,0.2,0.5999999997,19
1234,20,2,0.2,0.6,20
1234,20,3,0.0,0.55,31
1234,20,3,0.01,0.7,39
1234,20,3,0.02,0.75,39
1234,20,3,0.03,0.75,39
1234,20,3,0.04,0.75,39
1234,20,3,0.05,0.75,37
1234,20,3,0.06,0.75,39
1234,20,3,0.07,0.75,39
1234,20,3,0.08,0.7,39
1234,20,3,0.09,0.65,35
1234,20,3,0.1,0.65,37
1234,20,3,0.11,0.649999999675,39
1234,20,3,0.11,0.65,40
1234,20,3,0.12,0.649999999675,10
1234,20,3,0.12,0.65,11
1234,20,3,0.13,0.649999999675,10
1234,20,3,0.13,0.65,11
1234,20,3,0.14,0.5999999997,8
1234,20,3,0.14,0.6,9
1234,20,3,0.15,0.5999999997,8
1234,20,3,0.15,0.6,9
1234,20,3,0.16,0.5999999997,8
1234,20,3,0.16,0.6,9
1234,20,3,0.17,0.5999999997,8
1234,20,3,0.17,0.6,9
1234,20,3,0.18,0.5999999997,8
1234,20,3,0.18,0.6,9
1234,20,3,0.19,0.5999999997,8
1234,20,3,0.19,0.6,9
1234,20,3,0.2,0.5999999997,8
1234,20,3,0.2,0.6,9
1234,20,4,0.0,0.89999999955,17
1234,20,4,0.01,0.89999999955,11
1234,20,4,0.03,0.89999999955,6
1234,20,4,0.04,0.89999999955,32
1234,20,4,0.05,0.89999999955,33
1234,20,4,0.06,0.89999999955,33
1234,20,4,0.07,0.89999999955,35
1234,20,4,0.08,0.89999999955,36
1234,20,4,0.09,0.89999999955,37
1234,20,4,0.1,0.89999999955,38
1234,40,0,0.0,0.72499999981875,7
1234,40,0,0.01,0.72499999981875,6
1234,40,0,0.02,0.72499999981875,5
1234,40,0,0.03,0.72499999981875,5
1234,40,0,0.04,0.72499999981875,5
1234,40,0,0.05,0.72499999981875,9
1234,40,0,0.06,0.6999999998249999,9
1234,40,0,0.07,0.6999999998249999,19
1234,40,0,0.08,0.67499999983125,31
1234,40,0,0.09,0.67499999983125,35
1234,40,0,0.1,0.6499999998375,35
1234,40,0,0.11,0.59999999985,33
1234,40,0,0.12,0.5499999998625,19
1234,40,0,0.13,0.5499999998625,24
1234,40,0,0.14,0.52499999986875,17
1234,40,0,0.15,0.5749999998562499,38
1234,40,0,0.16,0.6499999998375,38
1234,40,0,0.17,0.6999999998249999,38
1234,40,0,0.18,0.5749999998562499,33
1234,40,0,0.19,0.7999999998,11
1234,40,0,0.2,0.8249999997937499,8
1234,40,1,0.0,0.8249999997937499,11
1234,40,1,0.01,0.7999999998,11
1234,40,1,0.02,0.7499999998125,10
1234,40,1,0.03,0.72499999981875,11
1234,40,1,0.04,0.67499999983125,11
1234,40,1,0.05,0.5749999998562499,11
1234,40,1,0.06,0.5499999998625,14
1234,40,1,0.07,0.4749999998812499,15
1234,40,1,0.08,0.72499999981875,30
1234,40,1,0.09,0.72499999981875,35
1234,40,1,0.1,0.6499999998375,25
1234,40,1,0.11,0.6499999998375,18
1234,40,1,0.12,0.62499999984375,18
1234,40,1,0.13,0.59999999985,20
1234,40,1,0.14,0.59999999985,31
1234,40,1,0.15,0.5749999998562499,8
1234,40,1,0.16,0.59999999985,4
1234,40,1,0.17,0.59999999985,10
1234,40,1,0.18,0.59999999985,12
1234,40,1,0.19,0.59999999985,14
1234,40,1,0.2,0.62499999984375,20
1234,40,2,0.0,0.8249999997937499,11
1234,40,2,0.01,0.77499999980625,9
1234,40,2,0.02,0.7499999998125,10
1234,40,2,0.03,0.7499999998125,11
1234,40,2,0.04,0.6499999998375,11
1234,40,2,0.05,0.5749999998562499,11
1234,40,2,0.06,0.4749999998812499,14
1234,40,2,0.07,0.77499999980625,19
1234,40,2,0.08,0.72499999981875,20
1234,40,2,0.09,0.72499999981875,36
1234,40,2,0.1,0.67499999983125,38
1234,40,2,0.11,0.62499999984375,15
1234,40,2,0.12,0.62499999984375,16
1234,40,2,0.13,0.62499999984375,19
1234,40,2,0.14,0.62499999984375,7
1234,40,2,0.15,0.59999999985,1
1234,40,2,0.16,0.62499999984375,5
1234,40,2,0.17,0.59999999985,8
1234,40,2,0.18,0.59999999985,12
1234,40,2,0.19,0.59999999985,1
1234,40,2,0.2,0.62499999984375,10
1234,40,3,0.0,0.7499999998125,29
1234,40,3,0.01,0.7499999998125,19
1234,40,3,0.02,0.7499999998125,17
1234,40,3,0.03,0.7499999998125,16
1234,40,3,0.04,0.7999999998,37
1234,40,3,0.05,0.7999999998,34
1234,40,3,0.06,0.7999999998,37
1234,40,3,0.07,0.7999999998,15
1234,40,3,0.08,0.6499999998375,10
1234,40,3,0.09,0.62499999984375,10
1234,40,3,0.1,0.62499999984375,9
1234,40,3,0.11,0.62499999984375,8
1234,40,3,0.12,0.59999999985,6
1234,40,3,0.13,0.59999999985,8
1234,40,3,0.14,0.62499999984375,7
1234,40,3,0.15,0.62499999984375,7
1234,40,3,0.16,0.59999999985,7
1234,40,3,0.17,0.59999999985,7
1234,40,3,0.18,0.5749999998562499,5
1234,40,3,0.19,0.5749999998562499,6
1234,40,3,0.2,0.59999999985,6
1234,40,4,0.01,0.92499999976875,10
1234,40,4,0.02,0.92499999976875,9
1234,40,4,0.03,0.92499999976875,7
1234,40,4,0.04,0.92499999976875,7
1234,40,4,0.05,0.92499999976875,6
1234,40,4,0.06,0.92499999976875,6
1234,40,4,0.07,0.899999999775,6
1234,40,4,0.08,0.899999999775,6
1234,40,4,0.09,0.899999999775,6
1234,40,4,0.1,0.899999999775,6
1234,80,0,0.0,0.7999999999,17
1234,80,0,0.01,0.7874999999015626,14
1234,80,0,0.02,0.7749999999031251,13
1234,80,0,0.03,0.7749999999031251,21
1234,80,0,0.04,0.7874999999015626,26
1234,80,0,0.05,0.7874999999015626,21
1234,80,0,0.06,0.7874999999015626,23
1234,80,0,0.07,0.7874999999015626,26
1234,80,0,0.08,0.7874999999015626,19
1234,80,0,0.09,0.7999999999,26
1234,80,0,0.1,0.8124999998984376,6
1234,80,0,0.11,0.8374999998953125,6
1234,80,0,0.12,0.874999999890625,33
1234,80,0,0.13,0.874999999890625,38
1234,80,0,0.14,0.8249999998968751,4
1234,80,0,0.15,0.8624999998921876,4
1234,80,0,0.16,0.8624999998921876,6
1234,80,0,0.17,0.8499999998937501,3
1234,80,0,0.18,0.8624999998921876,5
1234,80,0,0.19,0.874999999890625,4
1234,80,0,0.2,0.8624999998921876,4
1234,80,1,0.0,0.8249999998968751,15
1234,80,1,0.01,0.7999999999,8
1234,80,1,0.02,0.7749999999031251,9
1234,80,1,0.03,0.7499999999062501,8
1234,80,1,0.04,0.7124999999109376,7
1234,80,1,0.05,0.6874999999140625,15
1234,80,1,0.06,0.6624999999171876,13
1234,80,1,0.07,0.624999999921875,1
1234,80,1,0.08,0.5374999999328125,1
1234,80,1,0.09,0.54999999993125,1
1234,80,1,0.1,0.5249999999343751,8
1234,80,1,0.11,0.5249999999343751,16
1234,80,1,0.12,0.5374999999328125,11
1234,80,1,0.13,0.5249999999343751,20
1234,80,1,0.14,0.5124999999359375,10
1234,80,1,0.15,0.54999999993125,35
1234,80,1,0.16,0.5249999999343751,5
1234,80,1,0.17,0.5249999999343751,6
1234,80,1,0.18,0.5249999999343751,6
1234,80,1,0.19,0.5124999999359375,6
1234,80,1,0.2,0.5249999999343751,11
1234,80,2,0.0,0.8249999998968751,15
1234,80,2,0.01,0.7999999999,12
1234,80,2,0.02,0.7624999999046875,9
1234,80,2,0.03,0.7374999999078126,15
1234,80,2,0.04,0.6999999999125001,8
1234,80,2,0.05,0.6749999999156251,9
1234,80,2,0.06,0.6374999999203126,26
1234,80,2,0.07,0.5999999999250001,1
1234,80,2,0.08,0.54999999993125,1
1234,80,2,0.09,0.54999999993125,1
1234,80,2,0.1,0.5249999999343751,10
1234,80,2,0.11,0.5374999999328125,39
1234,80,2,0.12,0.5374999999328125,11
1234,80,2,0.13,0.5249999999343751,21
1234,80,2,0.14,0.5124999999359375,11
1234,80,2,0.15,0.54999999993125,35
1234,80,2,0.16,0.5249999999343751,5
1234,80,2,0.17,0.5249999999343751,6
1234,80,2,0.18,0.5249999999343751,6
1234,80,2,0.19,0.5124999999359375,6
1234,80,2,0.2,0.5249999999343751,11
1234,80,3,0.0,0.9124999998859376,33
1234,80,3,0.01,0.8999999998875001,30
1234,80,3,0.02,0.8874999998890626,32
1234,80,3,0.03,0.8874999998890626,34
1234,80,3,0.04,0.874999999890625,30
1234,80,3,0.05,0.8874999998890626,37
1234,80,3,0.06,0.8624999998921876,38
1234,80,3,0.07,0.8499999998937501,39
1234,80,3,0.08,0.8249999998968751,38
1234,80,3,0.09,0.8124999998984376,38
1234,80,3,0.1,0.7874999999015626,32
1234,80,3,0.11,0.7874999999015626,34
1234,80,3,0.12,0.7874999999015626,37
1234,80,3,0.13,0.7749999999031251,34
1234,80,3,0.14,0.7749999999031251,37
1234,80,3,0.15,0.7749999999031251,39
1234,80,3,0.16,0.7624999999046875,38
1234,80,3,0.17,0.7499999999062501,38
1234,80,3,0.18,0.7374999999078126,38
1234,80,3,0.19,0.724999999909375,38
1234,80,3,0.2,0.7124999999109376,34
1234,80,4,0.01,0.8874999998890626,17
1234,80,4,0.02,0.8874999998890626,15
1234,80,4,0.03,0.874999999890625,15
1234,80,4,0.04,0.8874999998890626,13
1234,80,4,0.05,0.8874999998890626,17
1234,80,4,0.06,0.8874999998890626,17
1234,80,4,0.07,0.8874999998890626,15
1234,80,4,0.08,0.8874999998890626,9
1234,80,4,0.09,0.8874999998890626,33
1234,80,4,0.1,0.8874999998890626,19
1234,160,0,0.0,0.7999999999499999,11
1234,160,0,0.0,0.7999999999499999,11
1234,160,0,0.01,0.7999999999499999,9
1234,160,0,0.01,0.7999999999499999,9
1234,160,0,0.02,0.7937499999503906,11
1234,160,0,0.02,0.7937499999503906,11
1234,160,0,0.03,0.7874999999507812,26
1234,160,0,0.03,0.7874999999507812,26
1234,160,0,0.04,0.7937499999503906,7
1234,160,0,0.04,0.7937499999503906,7
1234,160,0,0.05,0.8062499999496093,6
1234,160,0,0.05,0.8062499999496093,6
1234,160,0,0.06,0.7999999999499999,7
1234,160,0,0.06,0.7999999999499999,7
1234,160,0,0.07,0.7999999999499999,6
1234,160,0,0.07,0.7999999999499999,6
1234,160,0,0.08,0.8124999999492187,24
1234,160,0,0.08,0.8124999999492187,24
1234,160,0,0.09,0.8249999999484374,28
1234,160,0,0.09,0.8249999999484374,28
1234,160,0,0.1,0.8437499999472656,27
1234,160,0,0.1,0.8437499999472656,27
1234,160,0,0.11,0.8499999999468749,19
1234,160,0,0.12,0.8749999999453124,32
1234,160,0,0.13,0.8749999999453124,33
1234,160,0,0.14,0.8249999999484374,5
1234,160,0,0.15,0.8499999999468749,6
1234,160,0,0.16,0.8437499999472656,5
1234,160,0,0.17,0.8437499999472656,4
1234,160,0,0.18,0.8562499999464843,4
1234,160,0,0.19,0.8312499999480468,4
1234,160,0,0.2,0.8437499999472656,3
1234,160,1,0.0,0.8249999999484374,29
1234,160,1,0.0,0.8249999999484374,29
1234,160,1,0.01,0.7999999999499999,16
1234,160,1,0.01,0.7999999999499999,16
1234,160,1,0.02,0.7749999999515624,16
1234,160,1,0.02,0.7749999999515624,16
1234,160,1,0.03,0.7624999999523437,7
1234,160,1,0.03,0.7624999999523437,7
1234,160,1,0.04,0.7374999999539062,11
1234,160,1,0.04,0.7374999999539062,11
1234,160,1,0.05,0.7124999999554688,10
1234,160,1,0.05,0.7124999999554688,10
1234,160,1,0.06,0.6812499999574219,11
1234,160,1,0.06,0.6812499999574219,11
1234,160,1,0.07,0.6249999999609375,1
1234,160,1,0.07,0.6249999999609375,1
1234,160,1,0.08,0.6187499999613281,1
1234,160,1,0.08,0.6187499999613281,1
1234,160,1,0.09,0.5999999999625,1
1234,160,1,0.09,0.5999999999625,1
1234,160,1,0.1,0.5562499999652344,1
1234,160,1,0.1,0.5562499999652344,1
1234,160,1,0.11,0.5687499999644531,15
1234,160,1,0.12,0.5749999999640625,11
1234,160,1,0.13,0.549999999965625,2
1234,160,1,0.14,0.549999999965625,2
1234,160,1,0.15,0.549999999965625,3
1234,160,1,0.16,0.5374999999664062,3
1234,160,1,0.17,0.5437499999660156,2
1234,160,1,0.18,0.5374999999664062,3
1234,160,1,0.19,0.5312499999667969,5
1234,160,1,0.2,0.5374999999664062,6
1234,160,2,0.0,0.8249999999484374,11
1234,160,2,0.0,0.8249999999484374,11
1234,160,2,0.11,0.5687499999644531,15
1234,160,2,0.12,0.5749999999640625,12
1234,160,2,0.13,0.5562499999652344,2
1234,160,2,0.14,0.549999999965625,2
1234,160,2,0.15,0.549999999965625,3
1234,160,2,0.16,0.5374999999664062,2
1234,160,2,0.17,0.5437499999660156,3
1234,160,2,0.18,0.5437499999660156,3
1234,160,2,0.19,0.5312499999667969,5
1234,160,2,0.2,0.5374999999664062,6
1234,160,3,0.11,0.8562499999464843,27
1234,160,3,0.12,0.8687499999457031,27
1234,160,3,0.13,0.8562499999464843,28
1234,160,3,0.14,0.8624999999460937,28
1234,160,3,0.15,0.8624999999460937,28
1234,160,3,0.16,0.8562499999464843,29
1234,160,3,0.17,0.8562499999464843,29
1234,160,3,0.18,0.8562499999464843,29
1234,160,3,0.19,0.8437499999472656,29
1234,160,3,0.2,0.8499999999468749,30
1234,160,4,0.01,0.8749999999453124,10
1234,160,4,0.02,0.8749999999453124,14
1234,160,4,0.03,0.8749999999453124,8
1234,160,4,0.04,0.8687499999457031,9
1234,160,4,0.05,0.8749999999453124,7
1234,160,4,0.06,0.8812499999449218,7
1234,160,4,0.07,0.8749999999453124,5
1234,160,4,0.08,0.8812499999449218,5
1234,160,4,0.09,0.8687499999457031,5
1234,160,4,0.1,0.8624999999460937,4
5678,20,0,0.0,0.9,21
5678,20,0,0.01,0.9,19
5678,20,0,0.02,0.9,18
5678,20,0,0.03,0.9,17
5678,20,0,0.04,0.9,18
5678,20,0,0.05,0.9,18
5678,20,0,0.06,0.9,19
5678,20,0,0.07,0.9,19
5678,20,0,0.08,0.9,20
5678,20,0,0.09,0.9,23
5678,20,0,0.1,0.65,24
5678,20,0,0.11,0.5999999997,21
5678,20,0,0.11,0.6,22
5678,20,0,0.12,0.549999999725,18
5678,20,0,0.12,0.55,19
5678,20,0,0.13,0.549999999725,17
5678,20,0,0.13,0.55,18
5678,20,0,0.14,0.5999999997,36
5678,20,0,0.14,0.6,37
5678,20,0,0.15,0.649999999675,38
5678,20,0,0.15,0.65,39
5678,20,0,0.16,0.749999999625,36
5678,20,0,0.16,0.75,37
5678,20,0,0.17,0.8499999995749999,38
5678,20,0,0.17,0.85,39
5678,20,0,0.18,0.89999999955,39
5678,20,0,0.18,0.9,40
5678,20,0,0.19,0.89999999955,32
5678,20,0,0.19,0.9,33
5678,20,0,0.2,0.89999999955,34
5678,20,0,0.2,0.9,35
5678,20,1,0.0,0.95,15
5678,20,1,0.01,0.9,15
5678,20,1,0.02,0.85,13
5678,20,1,0.03,0.8,13
5678,20,1,0.04,0.8,16
5678,20,1,0.05,0.75,22
5678,20,1,0.06,0.7,22
5678,20,1,0.07,0.65,33
5678,20,1,0.08,0.45,1
5678,20,1,0.09,0.45,1
5678,20,1,0.1,0.5,1
5678,20,1,0.11,0.5999999997,5
5678,20,1,0.11,0.6,6
5678,20,1,0.12,0.5999999997,5
5678,20,1,0.12,0.6,6
5678,20,1,0.13,0.5999999997,5
5678,20,1,0.13,0.6,6
5678,20,1,0.14,0.549999999725,8
5678,20,1,0.14,0.55,9
5678,20,1,0.15,0.649999999675,32
5678,20,1,0.15,0.65,33
5678,20,1,0.16,0.5999999997,9
5678,20,1,0.16,0.6,10
5678,20,1,0.17,0.649999999675,9
5678,20,1,0.17,0.65,10
5678,20,1,0.18,0.5999999997,30
5678,20,1,0.18,0.6,31
5678,20,1,0.19,0.649999999675,14
5678,20,1,0.19,0.65,15
5678,20,1,0.2,0.649999999675,13
5678,20,1,0.2,0.65,14
5678,20,2,0.0,0.95,15
5678,20,2,0.01,0.95,33
5678,20,2,0.02,0.9,34
5678,20,2,0.03,0.85,14
5678,20,2,0.04,0.8,15
5678,20,2,0.05,0.75,18
5678,20,2,0.06,0.75,22
5678,20,2,0.07,0.7,31
5678,20,2,0.08,0.65,26
5678,20,2,0.09,0.5,10
5678,20,2,0.1,0.5,2
5678,20,2,0.11,0.549999999725,2
5678,20,2,0.11,0.55,3
5678,20,2,0.12,0.5999999997,39
5678,20,2,0.12,0.6,40
5678,20,2,0.13,0.5999999997,39
5678,20,2,0.13,0.6,40
5678,20,2,0.14,0.649999999675,5
5678,20,2,0.14,0.65,6
5678,20,2,0.15,0.5999999997,19
5678,20,2,0.15,0.6,20
5678,20,2,0.16,0.3999999998,9
5678,20,2,0.16,0.4,10
5678,20,2,0.17,0.549999999725,30
5678,20,2,0.17,0.55,31
5678,20,2,0.18,0.649999999675,32
5678,20,2,0.18,0.65,33
5678,20,2,0.19,0.5999999997,7
5678,20,2,0.19,0.6,8
5678,20,2,0.2,0.649999999675,33
5678,20,2,0.2,0.65,34
5678,20,3,0.0,0.8,38
5678,20,3,0.01,0.85,38
5678,20,3,0.02,0.8,38
5678,20,3,0.03,0.75,36
5678,20,3,0.04,0.75,36
5678,20,3,0.05,0.75,38
5678,20,3,0.06,0.75,38
5678,20,3,0.07,0.7,36
5678,20,3,0.08,0.7,38
5678,20,3,0.09,0.65,10
5678,20,3,0.1,0.65,8
5678,20,3,0.11,0.649999999675,8
5678,20,3,0.11,0.65,9
5678,20,3,0.12,0.649999999675,8
5678,20,3,0.12,0.65,9
5678,20,3,0.13,0.5999999997,7
5678,20,3,0.13,0.6,8
5678,20,3,0.14,0.5999999997,7
5678,20,3,0.14,0.6,8
5678,20,3,0.15,0.5999999997,7
5678,20,3,0.15,0.6,8
5678,20,3,0.16,0.649999999675,7
5678,20,3,0.16,0.65,8
5678,20,3,0.17,0.649999999675,7
5678,20,3,0.17,0.65,8
5678,20,3,0.18,0.649999999675,7
5678,20,3,0.18,0.65,8
5678,20,3,0.19,0.649999999675,7
5678,20,3,0.19,0.65,8
5678,20,3,0.2,0.649999999675,7
5678,20,3,0.2,0.65,8
5678,20,4,0.0,0.89999999955,7
5678,20,4,0.01,0.89999999955,6
5678,20,4,0.02,0.949999999525,6
5678,20,4,0.03,0.949999999525,5
5678,20,4,0.04,0.949999999525,21
5678,20,4,0.05,0.949999999525,21
5678,20,4,0.06,0.949999999525,21
5678,20,4,0.07,0.949999999525,21
5678,20,4,0.08,0.949999999525,21
5678,20,4,0.09,0.949999999525,21
5678,20,4,0.1,0.949999999525,21
5678,40,0,0.0,0.6999999998249999,19
5678,40,0,0.01,0.6999999998249999,19
5678,40,0,0.02,0.67499999983125,9
5678,40,0,0.03,0.67499999983125,14
5678,40,0,0.04,0.67499999983125,14
5678,40,0,0.05,0.67499999983125,14
5678,40,0,0.06,0.67499999983125,15
5678,40,0,0.07,0.6999999998249999,15
5678,40,0,0.08,0.6999999998249999,16
5678,40,0,0.09,0.6999999998249999,18
5678,40,0,0.1,0.5749999998562499,18
5678,40,0,0.11,0.5749999998562499,19
5678,40,0,0.12,0.5749999998562499,19
5678,40,0,0.13,0.5749999998562499,19
5678,40,0,0.14,0.5749999998562499,19
5678,40,0,0.15,0.6499999998375,31
5678,40,0,0.16,0.72499999981875,31
5678,40,0,0.17,0.7999999998,35
5678,40,0,0.18,0.8249999997937499,26
5678,40,0,0.19,0.8499999997875,24
5678,40,0,0.2,0.87499999978125,22
5678,40,1,0.0,0.8499999997875,21
5678,40,1,0.01,0.8249999997937499,15
5678,40,1,0.02,0.77499999980625,21
5678,40,1,0.03,0.7499999998125,11
5678,40,1,0.04,0.72499999981875,39
5678,40,1,0.05,0.6999999998249999,20
5678,40,1,0.06,0.67499999983125,36
5678,40,1,0.07,0.62499999984375,29
5678,40,1,0.08,0.52499999986875,1
5678,40,1,0.09,0.5499999998625,13
5678,40,1,0.1,0.499999999875,8
5678,40,1,0.11,0.5499999998625,5
5678,40,1,0.12,0.5499999998625,4
5678,40,1,0.13,0.5499999998625,3
5678,40,1,0.14,0.5749999998562499,3
5678,40,1,0.15,0.59999999985,4
5678,40,1,0.16,0.62499999984375,5
5678,40,1,0.17,0.62499999984375,5
5678,40,1,0.18,0.62499999984375,5
5678,40,1,0.19,0.62499999984375,10
5678,40,1,0.2,0.62499999984375,10
5678,40,2,0.0,0.8499999997875,19
5678,40,2,0.01,0.8249999997937499,13
5678,40,2,0.02,0.7999999998,21
5678,40,2,0.03,0.7999999998,39
5678,40,2,0.04,0.77499999980625,37
5678,40,2,0.05,0.7499999998125,37
5678,40,2,0.06,0.6999999998249999,23
5678,40,2,0.07,0.6499999998375,30
5678,40,2,0.08,0.59999999985,17
5678,40,2,0.09,0.59999999985,23
5678,40,2,0.1,0.52499999986875,17
5678,40,2,0.11,0.52499999986875,6
5678,40,2,0.12,0.52499999986875,4
5678,40,2,0.13,0.5499999998625,3
5678,40,2,0.14,0.59999999985,4
5678,40,2,0.15,0.59999999985,4
5678,40,2,0.16,0.59999999985,4
5678,40,2,0.17,0.62499999984375,5
5678,40,2,0.18,0.62499999984375,5
5678,40,2,0.19,0.62499999984375,5
5678,40,2,0.2,0.62499999984375,9
5678,40,3,0.0,0.67499999983125,8
5678,40,3,0.01,0.62499999984375,6
5678,40,3,0.02,0.62499999984375,6
5678,40,3,0.03,0.59999999985,5
5678,40,3,0.04,0.62499999984375,5
5678,40,3,0.05,0.62499999984375,5
5678,40,3,0.06,0.59999999985,5
5678,40,3,0.07,0.59999999985,5
5678,40,3,0.08,0.5749999998562499,5
5678,40,3,0.09,0.5749999998562499,4
5678,40,3,0.1,0.5749999998562499,4
5678,40,3,0.11,0.5749999998562499,4
5678,40,3,0.12,0.5749999998562499,4
5678,40,3,0.13,0.5749999998562499,4
5678,40,3,0.14,0.5749999998562499,4
5678,40,3,0.15,0.59999999985,4
5678,40,3,0.16,0.62499999984375,4
5678,40,3,0.17,0.62499999984375,4
5678,40,3,0.18,0.62499999984375,4
5678,40,3,0.19,0.62499999984375,4
5678,40,3,0.2,0.62499999984375,4
5678,40,4,0.01,0.9499999997625,6
5678,40,4,0.02,0.92499999976875,6
5678,40,4,0.03,0.92499999976875,6
5678,40,4,0.04,0.92499999976875,21
5678,40,4,0.05,0.92499999976875,7
5678,40,4,0.06,0.92499999976875,7
5678,40,4,0.07,0.92499999976875,6
5678,40,4,0.08,0.92499999976875,7
5678,40,4,0.09,0.899999999775,5
5678,40,4,0.1,0.899999999775,5
5678,80,0,0.0,0.7749999999031251,13
5678,80,0,0.01,0.7749999999031251,19
5678,80,0,0.02,0.7749999999031251,18
5678,80,0,0.03,0.7749999999031251,18
5678,80,0,0.04,0.7874999999015626,22
5678,80,0,0.05,0.7874999999015626,22
5678,80,0,0.06,0.7874999999015626,22
5678,80,0,0.07,0.7874999999015626,28
5678,80,0,0.08,0.7874999999015626,31
5678,80,0,0.09,0.7999999999,28
5678,80,0,0.1,0.7999999999,22
5678,80,0,0.11,0.8499999998937501,23
5678,80,0,0.12,0.874999999890625,33
5678,80,0,0.13,0.8124999998984376,4
5678,80,0,0.14,0.8374999998953125,38
5678,80,0,0.15,0.8374999998953125,35
5678,80,0,0.16,0.8374999998953125,32
5678,80,0,0.17,0.8374999998953125,31
5678,80,0,0.18,0.8374999998953125,3
5678,80,0,0.19,0.8499999998937501,4
5678,80,0,0.2,0.874999999890625,4
5678,80,1,0.0,0.8374999998953125,23
5678,80,1,0.01,0.8249999998968751,23
5678,80,1,0.02,0.7874999999015626,11
5678,80,1,0.03,0.7749999999031251,15
5678,80,1,0.04,0.7499999999062501,39
5678,80,1,0.05,0.724999999909375,39
5678,80,1,0.06,0.7124999999109376,33
5678,80,1,0.07,0.54999999993125,1
5678,80,1,0.08,0.5374999999328125,1
5678,80,1,0.09,0.5249999999343751,11
5678,80,1,0.1,0.5249999999343751,9
5678,80,1,0.11,0.5249999999343751,27
5678,80,1,0.12,0.5249999999343751,13
5678,80,1,0.13,0.5249999999343751,16
5678,80,1,0.14,0.5124999999359375,18
5678,80,1,0.15,0.54999999993125,28
5678,80,1,0.16,0.5374999999328125,23
5678,80,1,0.17,0.5249999999343751,23
5678,80,1,0.18,0.5124999999359375,11
5678,80,1,0.19,0.5124999999359375,29
5678,80,1,0.2,0.5124999999359375,27
5678,80,2,0.0,0.8249999998968751,16
5678,80,2,0.01,0.8124999998984376,22
5678,80,2,0.02,0.7874999999015626,39
5678,80,2,0.03,0.7624999999046875,33
5678,80,2,0.04,0.7749999999031251,39
5678,80,2,0.05,0.724999999909375,11
5678,80,2,0.06,0.7124999999109376,26
5678,80,2,0.07,0.5624999999296876,1
5678,80,2,0.08,0.5374999999328125,1
5678,80,2,0.09,0.5249999999343751,8
5678,80,2,0.1,0.5249999999343751,8
5678,80,2,0.11,0.5249999999343751,32
5678,80,2,0.12,0.54999999993125,11
5678,80,2,0.13,0.5249999999343751,16
5678,80,2,0.14,0.5124999999359375,12
5678,80,2,0.15,0.5374999999328125,18
5678,80,2,0.16,0.5374999999328125,23
5678,80,2,0.17,0.5249999999343751,23
5678,80,2,0.18,0.5124999999359375,11
5678,80,2,0.19,0.5124999999359375,29
5678,80,2,0.2,0.5124999999359375,26
5678,80,3,0.0,0.6999999999125001,38
5678,80,3,0.01,0.6874999999140625,38
5678,80,3,0.02,0.6749999999156251,4
5678,80,3,0.03,0.6749999999156251,4
5678,80,3,0.04,0.6624999999171876,4
5678,80,3,0.05,0.6624999999171876,4
5678,80,3,0.06,0.6624999999171876,4
5678,80,3,0.07,0.7874999999015626,38
5678,80,3,0.08,0.7874999999015626,38
5678,80,3,0.09,0.7874999999015626,38
5678,80,3,0.1,0.7749999999031251,38
5678,80,3,0.11,0.7624999999046875,35
5678,80,3,0.12,0.7624999999046875,38
5678,80,3,0.13,0.7624999999046875,38
5678,80,3,0.14,0.7374999999078126,38
5678,80,3,0.15,0.7374999999078126,38
5678,80,3,0.16,0.724999999909375,36
5678,80,3,0.17,0.724999999909375,39
5678,80,3,0.18,0.724999999909375,39
5678,80,3,0.19,0.7124999999109376,36
5678,80,3,0.2,0.724999999909375,38
5678,80,4,0.01,0.9249999998843752,4
5678,80,4,0.02,0.9249999998843752,4
5678,80,4,0.03,0.9249999998843752,4
5678,80,4,0.04,0.9374999998828126,4
5678,80,4,0.05,0.9374999998828126,4
5678,80,4,0.06,0.9249999998843752,4
5678,80,4,0.07,0.9124999998859376,6
5678,80,4,0.08,0.9249999998843752,6
5678,80,4,0.09,0.9249999998843752,6
5678,80,4,0.1,0.9249999998843752,3
5678,160,0,0.0,0.768749999951953,16
5678,160,0,0.0,0.768749999951953,16
5678,160,0,0.01,0.7812499999511718,17
5678,160,0,0.01,0.7812499999511718,17
5678,160,0,0.02,0.7749999999515624,17
5678,160,0,0.02,0.7749999999515624,17
5678,160,0,0.03,0.7812499999511718,19
5678,160,0,0.03,0.7812499999511718,19
5678,160,0,0.04,0.7937499999503906,21
