run_dir,run_name,architecture,N,seed,dataset,readout,augment_train,device,num_qubits,reps,img_size,epochs_configured,epochs_completed,train_accuracy,val_accuracy,val_aug_accuracy,p4m_is_invariant
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=4,config6,40,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7499999998125,0.7999999998,0.7999999998,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=4,config7,40,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.59999999985,0.62499999984375,0.67499999983125,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=5,config6,40,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8499999997875,0.8249999997937499,0.8249999997937499,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=40_seed=5,config7,40,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.67499999983125,0.72499999981875,0.87499999978125,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=40,DATA.augment_train=online,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=40_seed=6,config6,40,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.87499999978125,0.87499999978125,0.87499999978125,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=4,config6,640,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8078124999873779,0.8531249999866699,0.8531249999866699,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=4,config7,640,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9374999999853516,0.9499999999851563,0.6140624999904053,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=5,config6,640,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9140624999857178,0.9015624999859131,0.9015624999859131,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=5,config7,640,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7859374999877197,0.8109374999873291,0.7749999999878906,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=4,config6,640,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8078124999873779,0.8531249999866699,0.8531249999866699,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=4,config7,640,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7109374999888916,0.735937499988501,0.7515624999882569,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=5,config6,640,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9140624999857178,0.9015624999859131,0.9015624999859131,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=5,config7,640,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7671874999880127,0.6999999999890625,0.7484374999883057,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=4,config6,640,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8078124999873779,0.8531249999866699,0.8531249999866699,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=640_seed=4,config7,640,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7218749999887207,0.8109374999873291,0.7781249999878418,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=640,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=640_seed=5,config6,640,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9140624999857178,0.9015624999859131,0.9015624999859131,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=4,config6,80,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.874999999890625,0.9374999998828126,0.9374999998828126,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=none,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=4,config7,80,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.9624999998796876,0.9499999998812501,0.5999999999250001,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=5,config6,80,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8249999998968751,0.8249999998968751,0.8249999998968751,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=none,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=5,config7,80,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.7624999999046875,0.7499999999062501,0.5999999999250001,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=none,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=6,config6,80,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.874999999890625,0.9249999998843751,0.9249999998843751,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=4,config6,80,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.874999999890625,0.9374999998828126,0.9374999998828126,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=once,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=4,config7,80,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6999999999125001,0.6999999999125001,0.7124999999109376,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=5,config6,80,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8249999998968751,0.8249999998968751,0.8249999998968751,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=once,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=5,config7,80,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8124999998984376,0.7874999999015626,0.8374999998953125,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=once,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=6,config6,80,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.874999999890625,0.9249999998843751,0.9249999998843751,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=4,config6,80,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.874999999890625,0.9374999998828126,0.9374999998828126,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=online,GENERAL.seed=4,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=4,config7,80,4,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.5374999999328125,0.574999999928125,0.5624999999296876,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=5,config6,80,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.8249999998968751,0.8249999998968751,0.8249999998968751,True
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=online,GENERAL.seed=5,QNN.architecture=config7,QNN.readout=x0_xhalf,TRAINING.epochs=40",config7_N=80_seed=5,config7,80,5,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.6124999999234375,0.64999999991875,0.7124999999109376,False
"results_def/multirun/2026-08-26/08-35-30/DATA.N=80,DATA.augment_train=online,GENERAL.seed=6,QNN.architecture=config6,QNN.readout=x0_xhalf,TRAINING.epochs=40",config6_N=80_seed=6,config6,80,6,mnist,x0_xhalf,,default.qubit,8,2,16,40,40,0.874999999890625,0.9249999998843751,0.9249999998843751,True
results_def/outputs/2026-07-31/15-09-14,config6_N=30_seed=1234,config6,30,1234,mnist,,,default.qubit,8,2,16,1,1,0.4999999998333333,0.4999999998333333,0.4999999998333333,True
results_def/outputs/2026-07-31/15-11-33,config6_N=30_seed=1234,config6,30,1234,mnist,,,default.qubit,8,2,16,1,1,0.4999999998333333,0.4999999998333333,0.4999999998333333,True
results_def/outputs/2026-07-31/15-13-40,config6_N=30_seed=1234,config6,30,1234,mnist,,,default.qubit,8,2,16,1,1,0.4999999998333333,0.4999999998333333,0.4999999998333333,True
results_def/outputs/2026-07-31/15-13-41,config7_N=30_seed=1234,config7,30,1234,mnist,,,default.qubit,8,2,16,1,1,0.4999999998333333,0.4999999998333333,0.4999999998333333,False
